City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Lannion,FR,48.75,-3.4167,51.42,93,90,1.14,overcast clouds
348,Kasongo-Lunda,CD,-6.4667,16.8167,67.89,98,95,0.76,overcast clouds
349,Kirakira,SB,-10.4544,161.9205,85.15,70,9,6.71,clear sky
350,Algiers,DZ,36.7525,3.042,51.62,82,75,6.91,broken clouds
351,Fort Nelson,CA,58.8053,-122.7002,24.39,93,90,0.0,light shower snow
352,Huarmey,PE,-10.0681,-78.1522,63.91,85,99,6.31,overcast clouds
353,Olot,ES,42.181,2.4901,54.1,66,19,1.99,few clouds
354,Brigantine,US,39.4101,-74.3646,48.02,71,100,15.82,overcast clouds
355,Duluth,US,46.7833,-92.1066,47.35,91,90,1.01,mist
356,Gamba,GA,-2.65,10.0,74.73,93,100,3.8,light rain
357,Tiznit,MA,29.5833,-9.5,53.08,43,0,5.97,clear sky
358,Bangkalan,ID,-7.0455,112.7351,89.55,59,100,3.4,overcast clouds
359,La Palma,US,33.8464,-118.0467,63.91,89,1,0.0,mist
360,Darnah,LY,32.767,22.6367,65.66,82,78,8.75,broken clouds
361,Nyrob,RU,60.733,56.7202,32.18,85,100,8.55,overcast clouds
362,Kvitok,RU,56.0724,98.4813,39.49,57,97,14.52,overcast clouds
363,Zarand,IR,30.8127,56.564,46.2,74,97,2.55,overcast clouds
364,Umm Lajj,SA,25.0213,37.2685,77.05,43,0,4.74,clear sky
365,Paramirim,BR,-13.4425,-42.2389,70.16,98,100,4.09,overcast clouds
366,Milton,US,34.1322,-84.3007,52.77,71,0,4.0,clear sky
367,Rio De Janeiro,BR,-22.9028,-43.2075,70.92,78,75,4.61,broken clouds
368,Catamarca,AR,-28.4696,-65.7852,63.64,74,24,7.31,few clouds
369,Santiago,CL,-33.4569,-70.6483,66.85,50,0,6.91,clear sky
370,Arman,RU,59.7,150.1667,25.02,84,100,8.37,overcast clouds
371,Bintulu,MY,3.1667,113.0333,86.41,79,40,6.91,scattered clouds
372,Capiibary,PY,-24.8,-56.0333,67.8,76,4,3.24,clear sky
373,Dakar,SN,14.6937,-17.4441,76.08,66,67,17.6,broken clouds
374,Taltal,CL,-25.4,-70.4833,61.79,73,0,2.89,clear sky
375,Brae,GB,60.3964,-1.353,40.91,66,98,3.6,overcast clouds
376,Lieksa,FI,63.3167,30.0167,30.04,80,89,12.48,overcast clouds
377,Pevek,RU,69.7008,170.3133,12.6,81,95,14.81,overcast clouds
378,Alpena,US,45.0617,-83.4327,52.05,81,1,4.61,clear sky
379,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,73.65,91,86,0.72,overcast clouds
380,Lagoa,PT,39.05,-27.9833,68.27,85,11,19.35,few clouds
381,Olenegorsk,RU,68.15,33.3,16.7,96,76,3.96,broken clouds
382,Tallahassee,US,30.4383,-84.2807,55.63,91,1,0.0,clear sky
383,Thasos,GR,40.6853,24.6532,61.21,98,85,1.32,overcast clouds
384,Svetlyy,RU,54.675,20.1347,46.45,83,86,12.86,light rain
385,San Cristobal,VE,7.7669,-72.225,71.78,89,98,1.86,overcast clouds
386,Luanda,AO,-8.8368,13.2343,75.2,83,75,5.75,light rain
387,Jackson,US,42.4165,-122.8345,42.67,84,1,0.0,clear sky
388,Onega,RU,63.9061,38.1404,27.32,85,12,4.07,few clouds
389,Chumikan,RU,54.7183,135.315,26.08,51,0,21.07,clear sky
390,Leh,IN,34.1667,77.5833,23.45,53,0,3.22,clear sky
391,Diplo,PK,24.4667,69.584,83.12,20,78,8.28,broken clouds
392,Hongjiang,CN,27.11,109.9956,55.67,51,17,3.67,few clouds
393,Hornepayne,CA,49.2138,-84.7705,45.0,83,100,5.93,overcast clouds
394,Port Hardy,CA,50.6996,-127.4199,41.0,93,75,5.75,light rain
395,Hamamatsu,JP,34.7,137.7333,74.01,52,50,10.0,scattered clouds
396,Olindina,BR,-11.3667,-38.3333,74.32,92,95,5.59,overcast clouds
397,Hervey Bay,AU,-25.2986,152.8535,83.03,85,92,17.63,light rain
398,Kumo,NG,10.0447,11.2122,77.41,58,100,5.66,overcast clouds
399,Huanan,CN,46.2167,130.5167,28.38,89,100,10.45,snow
400,Roma,US,43.2128,-75.4557,47.41,83,1,0.0,clear sky
401,Pangai,TO,-19.8,-174.35,77.11,88,90,0.0,moderate rain
402,Caravelas,BR,-17.7125,-39.2481,72.07,84,77,3.0,broken clouds
403,Matamoros,MX,25.5333,-103.25,64.81,28,1,2.53,clear sky
404,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,53.83,85,33,1.16,scattered clouds
405,La Paz,BO,-16.5,-68.15,46.38,81,40,4.61,scattered clouds
406,Yurginskoye,RU,56.8189,67.3921,36.1,92,100,14.63,overcast clouds
407,Santiago De Cao,PE,-7.9589,-79.2392,62.73,82,90,8.05,fog
408,Namwala,ZM,-15.7504,26.4384,71.96,33,1,3.56,clear sky
409,Mogadishu,SO,2.0371,45.3438,80.47,94,75,11.5,broken clouds
410,Mordovo,RU,52.0834,40.77,40.64,90,91,10.94,overcast clouds
411,Teya,RU,60.3778,92.6267,30.69,86,100,13.65,overcast clouds
412,Manavgat,TR,36.7867,31.4431,57.61,35,100,5.19,overcast clouds
413,Filadelfia,US,39.9523,-75.1638,48.52,67,75,1.01,broken clouds
414,Schrobenhausen,DE,48.55,11.2667,45.28,89,97,4.38,overcast clouds
415,Lichinga,MZ,-13.3128,35.2406,69.89,52,36,6.91,smoke
416,Rokupr,SL,8.6717,-12.395,73.24,97,70,1.32,broken clouds
417,Alofi,NU,-19.0595,-169.9187,76.89,83,90,9.22,light intensity shower rain
418,Rudbar,AF,30.15,62.6,57.47,29,11,2.59,few clouds
419,Barahona,DO,18.2085,-71.1008,76.64,87,59,0.49,broken clouds
420,Aleksandrov Gay,RU,50.147,48.5704,39.13,87,71,6.4,broken clouds
421,Porbandar,IN,21.6422,69.6093,82.27,35,93,12.24,overcast clouds
422,Haines Junction,CA,60.7522,-137.5108,18.09,67,8,2.26,clear sky
423,Muros,ES,42.7762,-9.0603,54.84,83,99,9.37,overcast clouds
424,West Plains,US,36.7281,-91.8524,54.43,74,1,1.99,clear sky
425,Flinders,AU,-34.5833,150.8552,75.79,84,26,3.0,moderate rain
426,Businga,CD,3.3333,20.8833,71.46,98,100,1.12,overcast clouds
427,Uyemskiy,RU,64.4743,40.8524,21.25,100,75,0.0,snow
428,Abbeville,FR,50.1,1.8333,45.68,91,99,2.64,overcast clouds
429,Semme,FR,46.1963,1.5007,43.21,98,78,3.83,broken clouds
430,Egvekinot,RU,66.3167,-179.1667,-0.13,80,28,0.89,scattered clouds
431,Sitka,US,57.0531,-135.33,44.49,49,20,9.22,few clouds
432,Fortuna,US,40.5982,-124.1573,45.43,73,1,0.0,clear sky
433,Una,IN,20.8167,71.0333,81.68,43,69,15.05,broken clouds
434,Maiduguri,NG,11.8464,13.1603,74.16,29,88,3.11,overcast clouds
435,Manaure,CO,11.7751,-72.4445,80.94,79,18,12.77,few clouds
436,Vesyegonsk,RU,58.664,37.2604,39.16,97,100,8.75,light rain
437,Rioja,AR,-29.4111,-66.8507,69.22,66,50,2.8,scattered clouds
438,Danville,US,36.586,-79.395,46.22,78,1,0.0,clear sky
439,Gigmoto,PH,13.7796,124.39,82.94,85,100,11.39,overcast clouds
440,Sangar,RU,63.9242,127.4739,1.49,93,100,16.62,light snow
441,Mercedes,AR,-34.6515,-59.4307,63.86,84,0,6.44,clear sky
442,Vestmannaeyjar,IS,63.4427,-20.2734,42.12,84,100,42.57,overcast clouds
443,Honiara,SB,-9.4333,159.95,85.23,69,54,3.83,broken clouds
444,Cagliari,IT,39.245,9.0912,55.18,88,40,6.91,scattered clouds
445,Luwuk,ID,-0.9516,122.7875,86.27,75,89,3.02,overcast clouds
446,Durango,MX,24.8333,-104.8333,56.82,36,5,1.12,clear sky
447,Nichinan,JP,31.6,131.3667,74.35,79,96,13.27,overcast clouds
448,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.11,86,12,7.36,few clouds
449,Fukue,JP,32.6881,128.8419,59.36,100,75,16.11,light intensity shower rain
450,Aguas Vermelhas,BR,-15.7472,-41.46,66.7,99,99,2.66,overcast clouds
451,Mayumba,GA,-3.432,10.6554,76.5,89,100,2.8,moderate rain
452,Ambon,ID,-3.6954,128.1814,87.94,70,40,10.36,scattered clouds
453,Palora,EC,-1.7,-77.9333,64.27,96,56,3.18,broken clouds
454,Xiangfan,CN,32.0422,112.1448,53.24,31,0,8.75,clear sky
455,Bara,NG,10.3744,10.7288,77.41,46,58,3.0,broken clouds
456,Nampula,MZ,-15.1165,39.2666,73.35,83,0,12.66,clear sky
457,Avera,US,33.194,-82.5271,53.47,53,0,6.98,clear sky
458,Merauke,ID,-8.4667,140.3333,86.86,64,78,7.78,moderate rain
459,Wuwei,CN,37.9281,102.6414,32.61,34,24,3.0,few clouds
460,Khuzhir,RU,53.1939,107.3397,35.74,69,100,11.86,overcast clouds
461,Pimentel,PE,-6.8367,-79.9342,63.43,85,50,10.71,scattered clouds
462,Qaqortoq,GL,60.7167,-46.0333,30.7,85,99,3.53,overcast clouds
463,Hokitika,NZ,-42.7167,170.9667,62.55,68,0,10.02,clear sky
464,Ugoofaaru,MV,5.6667,73.0,80.83,82,100,15.52,overcast clouds
465,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,55,75,8.95,broken clouds
466,Tshikapa,CD,-6.4167,20.8,66.07,93,69,1.3,broken clouds
467,Paamiut,GL,61.994,-49.6678,19.8,66,15,7.16,few clouds
468,Gat,IL,31.61,34.7642,71.4,32,0,1.14,clear sky
469,Jacareacanga,BR,-6.2222,-57.7528,72.55,89,86,0.63,overcast clouds
470,Cardston,CA,49.2,-113.3019,34.47,51,0,23.02,clear sky
471,Tuatapere,NZ,-46.1333,167.6833,65.34,55,99,4.76,overcast clouds
472,Krasnoselkup,RU,65.7,82.4667,32.83,98,100,22.91,light snow
473,Amazar,RU,53.858,120.875,21.94,45,0,3.44,clear sky
474,Salawagan,PH,7.7053,125.115,89.17,58,21,4.65,few clouds
475,Katima Mulilo,NA,-17.5,24.2667,77.79,27,39,7.61,scattered clouds
476,Vallenar,CL,-28.5708,-70.7581,63.79,52,2,2.15,clear sky
477,Kralendijk,BQ,12.15,-68.2667,80.58,83,75,10.36,broken clouds
478,Yatou,CN,37.15,122.3833,40.84,66,75,23.94,broken clouds
479,Fairbanks,US,64.8378,-147.7164,25.21,89,90,0.0,light snow
480,Stykkisholmur,IS,65.0757,-22.7297,34.52,94,100,21.77,snow
481,San Rafael Del Sur,NI,11.8485,-86.4384,76.17,80,66,9.17,broken clouds
482,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.81,77,91,2.44,overcast clouds
483,Tsiroanomandidy,MG,-18.7667,46.0333,74.37,62,71,1.72,broken clouds
484,Marsa Matruh,EG,31.3525,27.2453,68.63,71,4,4.18,clear sky
485,Kavieng,PG,-2.5744,150.7967,85.41,68,8,16.04,clear sky
486,Swedru,GH,5.5371,-0.6998,73.31,97,29,3.78,scattered clouds
487,Shihezi,CN,44.3,86.0333,24.3,62,3,3.13,clear sky
488,Marang,MY,5.2056,103.2059,87.71,72,98,4.29,overcast clouds
489,Rio Grande,BR,-32.035,-52.0986,51.94,77,0,4.05,clear sky
490,Helmsdale,GB,58.1168,-3.6517,44.83,76,98,6.87,overcast clouds
491,Yulara,AU,-25.2406,130.9889,73.24,78,75,12.66,broken clouds
492,Puerto Rondon,CO,6.2805,-71.1,76.24,80,97,4.32,overcast clouds
493,Cradock,ZA,-32.1642,25.6192,56.5,90,100,3.44,moderate rain
494,Ust-Maya,RU,60.4167,134.5333,10.63,90,99,6.06,overcast clouds
495,Carupano,VE,10.6678,-63.2585,77.23,89,29,7.09,scattered clouds
496,Launceston,AU,-41.45,147.1667,68.61,50,40,5.01,scattered clouds
497,Malakal,SS,9.5334,31.6605,76.41,64,26,2.75,scattered clouds
498,Kibiti,TZ,-7.7218,38.9375,71.29,83,57,1.21,broken clouds
499,Mehamn,NO,71.0357,27.8492,32.18,86,0,8.05,light snow
500,Solnechnyy,RU,50.7214,136.6319,27.19,49,95,3.4,overcast clouds
501,Makasar,ID,-5.14,119.4221,87.85,70,40,5.75,scattered clouds
502,Namibe,AO,-15.1961,12.1522,66.65,81,92,5.17,overcast clouds
503,Shakawe,BW,-18.3667,21.85,77.43,43,85,8.21,overcast clouds
504,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.6,100,90,6.91,overcast clouds
505,Moanda,GA,-1.5575,13.2178,69.51,98,100,2.13,light rain
506,Coari,BR,-4.085,-63.1414,74.16,87,100,0.04,overcast clouds
507,High Prairie,CA,55.4334,-116.4858,22.3,66,1,4.23,clear sky
508,Rocha,UY,-34.4833,-54.3333,49.33,92,0,4.29,clear sky
509,Nemuro,JP,43.3236,145.575,48.63,76,61,11.77,broken clouds
510,Ancud,CL,-41.8697,-73.8203,53.42,94,94,2.44,overcast clouds
511,Koutsouras,GR,35.0339,25.9469,64.11,77,97,1.03,overcast clouds
512,Guerrero Negro,MX,27.9769,-114.0611,64.9,84,99,8.72,overcast clouds
513,Cabra,ES,37.4725,-4.4421,48.4,69,0,4.56,clear sky
514,Norman Wells,CA,65.282,-126.8329,12.24,85,90,9.22,light snow
515,Marathon,US,44.9,-89.7668,53.13,85,1,8.05,clear sky
516,Arkadelphia,US,34.1209,-93.0538,47.55,67,0,3.27,clear sky
517,Umm Kaddadah,SD,13.6017,26.6876,76.14,21,4,14.09,clear sky
518,Sayyan,YE,15.1718,44.3244,52.86,29,4,4.12,clear sky
519,Esmeraldas,BR,-19.7625,-44.3139,68.31,90,89,2.08,overcast clouds
520,Asamankese,GH,5.8601,-0.6635,72.5,97,33,2.51,scattered clouds
521,Buin,CL,-33.7333,-70.75,67.73,62,0,1.41,clear sky
522,Novoplatnirovskaya,RU,46.1065,39.4191,49.23,95,100,5.39,overcast clouds
523,Pecos,US,31.4229,-103.4932,65.3,37,2,9.1,clear sky
524,Port Lincoln,AU,-34.7333,135.8667,61.25,56,96,8.81,overcast clouds
525,Tromso,NO,69.6496,18.957,32.02,86,90,9.22,light shower snow
526,Gwadar,PK,25.1216,62.3254,77.59,41,0,4.29,clear sky
527,Itarema,BR,-2.9248,-39.9167,77.9,84,83,6.98,broken clouds
528,Palana,RU,59.1167,159.9667,24.19,87,87,15.41,overcast clouds
529,Ormara,PK,25.2088,64.6357,80.38,35,0,5.48,clear sky
530,Joshimath,IN,30.5667,79.5667,62.47,14,0,2.26,clear sky
531,Aripuana,BR,-9.1667,-60.6333,71.42,99,88,1.99,moderate rain
532,Namikupa,TZ,-10.8333,39.6,72.1,86,38,3.71,scattered clouds
533,Monrovia,LR,6.3005,-10.7969,77.85,86,58,3.11,light rain
534,Menongue,AO,-14.6585,17.691,62.83,78,100,0.65,overcast clouds
535,Hunucma,MX,21.0167,-89.8667,71.69,76,7,3.42,clear sky
536,Chabahar,IR,25.2919,60.643,76.53,50,0,3.96,clear sky
537,Eyl,SO,7.9803,49.8164,77.38,70,20,11.16,few clouds
538,Susanville,US,40.4163,-120.653,30.81,65,1,0.0,clear sky
539,Hohhot,CN,40.8106,111.6522,21.49,63,0,8.95,clear sky
540,Muskogee,US,35.5834,-95.3336,59.45,71,1,6.91,clear sky
541,Aasiaat,GL,68.7098,-52.8699,2.79,92,99,8.79,overcast clouds
542,Pecky,CZ,50.0904,15.0302,44.89,87,26,9.91,scattered clouds
543,Moussoro,TD,13.6408,16.4901,78.62,16,95,10.65,overcast clouds
544,Olinda,BR,-8.0089,-34.8553,80.33,78,40,6.91,scattered clouds
545,Bukoba,TZ,-1.3317,31.8122,64.44,83,40,6.96,scattered clouds
546,Unnao,IN,26.5333,80.5,69.78,40,93,4.7,overcast clouds
547,Mount Gambier,AU,-37.8333,140.7667,62.51,51,90,8.05,overcast clouds
548,Isla Vista,US,34.4133,-119.861,61.68,79,1,0.0,haze
549,Kungurtug,RU,50.5994,97.5228,17.67,69,12,1.41,few clouds
550,Cap Malheureux,MU,-19.9842,57.6142,78.48,73,17,8.01,few clouds
551,Hamilton,US,39.1834,-84.5333,49.98,75,20,3.44,few clouds
552,Harrisonburg,US,38.4496,-78.8689,41.99,84,1,0.0,clear sky
553,Hammerfest,NO,70.6634,23.6821,30.65,74,90,21.85,light snow
554,Wattegama,LK,6.7989,81.4808,77.92,82,99,4.07,overcast clouds
555,Alta Floresta,BR,-9.8756,-56.0861,70.54,98,98,2.64,overcast clouds
556,Ketchikan,US,55.3422,-131.6461,41.47,81,90,13.8,overcast clouds
557,Cumberland,US,35.0502,-78.8664,48.49,64,1,8.05,clear sky
558,Ouesso,CG,1.6136,16.0517,71.64,95,98,0.74,overcast clouds
559,Chara,RU,56.9064,118.2631,12.9,73,98,0.87,overcast clouds
560,Ixtapa,MX,20.7,-105.2,73.36,93,30,2.39,scattered clouds
561,Leshukonskoye,RU,64.8989,45.7622,21.67,88,14,2.84,few clouds
562,Synya,RU,65.3718,58.0387,22.78,95,100,3.24,overcast clouds
563,Buchanan,LR,5.8808,-10.0467,77.29,87,16,2.24,few clouds
564,Ciudad Bolivar,VE,8.1222,-63.5497,76.59,87,100,8.79,light rain
565,Raigarh,IN,21.9,83.4,75.16,43,10,3.36,clear sky
566,Chipata,ZM,-13.6333,32.65,71.17,35,82,4.16,broken clouds
567,Tamandare,BR,-8.7597,-35.1047,77.05,86,15,6.89,few clouds
568,Acarau,BR,-2.8856,-40.12,78.35,83,86,7.52,overcast clouds
569,Kununurra,AU,-15.7667,128.7333,87.78,66,75,14.97,thunderstorm
570,Kilosa,TZ,-6.8333,36.9833,70.63,84,100,1.74,overcast clouds
571,Guangyuan,CN,32.442,105.823,49.86,44,61,0.38,broken clouds
572,Dudinka,RU,69.4058,86.1778,11.95,95,100,6.49,overcast clouds
573,Hasaki,JP,35.7333,140.8333,72.28,50,46,15.28,scattered clouds
574,Prince Rupert,CA,54.3161,-130.3201,42.49,78,100,14.97,overcast clouds
575,Usak,TR,38.5,29.4167,52.36,52,51,5.32,broken clouds
576,Husavik,IS,66.0449,-17.3389,31.91,98,100,10.94,light snow
577,Zamora,EC,-4.0692,-78.9567,66.0,99,72,2.3,light rain
578,Ajdabiya,LY,30.7554,20.2263,66.02,53,10,10.2,clear sky
579,Vavatenina,MG,-17.4667,49.2,77.54,63,71,2.26,broken clouds
580,Goba,ET,7.0167,39.9833,50.61,85,28,1.45,scattered clouds
581,Quang Ngai,VN,15.1167,108.8,78.98,86,94,10.04,overcast clouds
582,Talara,PE,-4.5772,-81.2719,65.53,83,26,15.37,scattered clouds
583,Daru,PG,-9.0763,143.2092,86.43,69,46,9.98,scattered clouds
584,Bozhou,CN,33.8772,115.7703,46.45,33,0,11.36,clear sky
585,Awbari,LY,26.5921,12.7805,67.48,27,96,12.06,overcast clouds
586,Vostok,RU,46.4856,135.8833,41.22,37,99,3.13,overcast clouds
587,Coihaique,CL,-45.5752,-72.0662,40.95,87,0,1.14,clear sky
588,Lorengau,PG,-2.0226,147.2712,84.45,72,37,10.78,scattered clouds
589,Hirara,JP,24.8,125.2833,73.67,83,75,16.11,broken clouds
590,Kirkuk,IQ,35.4681,44.3922,57.04,27,0,8.99,clear sky
591,Pasco,US,28.292,-82.4165,62.78,79,4,7.47,clear sky
592,Cangzhou,CN,38.3167,116.8667,31.78,99,2,11.41,clear sky
593,Palu,ID,-0.8917,119.8707,87.91,71,99,2.84,overcast clouds
594,Great Neck,US,40.8007,-73.7285,52.75,62,75,1.01,broken clouds
595,Mangrol,IN,21.1167,70.1167,82.44,41,84,10.94,broken clouds
596,Valleyview,CA,55.0667,-117.2859,21.24,86,12,5.75,few clouds
597,Vodnyy,RU,63.5046,53.4095,27.09,93,100,5.37,light snow
598,Velur,IN,12.9333,79.1333,79.3,76,96,9.24,moderate rain
599,Punto Fijo,VE,11.6956,-70.1996,80.53,81,23,23.71,few clouds
600,Viedma,AR,-40.8135,-62.9967,56.01,75,61,9.84,broken clouds
601,Agadez,NE,19.75,10.25,70.65,16,4,4.14,clear sky
602,Fuerte Olimpo,PY,-21.0415,-57.8738,73.09,75,99,3.78,overcast clouds
603,Xuddur,SO,4.1213,43.8894,72.46,83,91,12.12,overcast clouds
604,Komsomolskiy,UZ,40.4272,71.7189,41.72,60,75,0.0,haze
605,Isangel,VU,-19.55,169.2667,80.71,65,60,9.22,broken clouds
606,Wanning,CN,18.8003,110.3967,72.07,87,69,16.11,broken clouds
607,Navrongo,GH,10.8956,-1.0921,78.21,40,40,1.88,scattered clouds
608,Vlagtwedde,NL,53.0275,7.1083,46.04,95,56,11.27,broken clouds
609,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,75,34,11.12,scattered clouds
610,Meulaboh,ID,4.1363,96.1285,75.6,96,100,6.58,overcast clouds
611,Kaeo,NZ,-35.1,173.7833,72.32,72,41,4.34,scattered clouds
612,Kintampo,GH,8.0563,-1.7306,73.47,78,89,4.03,overcast clouds
613,Portobelo,PA,9.55,-79.65,78.96,84,99,6.73,overcast clouds
614,Colquechaca,BO,-18.6667,-66.0167,38.17,76,100,3.83,overcast clouds
615,Vanimo,PG,-2.6741,141.3028,86.47,66,48,10.22,scattered clouds
616,Bereda,ES,43.2686,-7.5406,48.0,100,100,2.86,overcast clouds
617,Banda Aceh,ID,5.5577,95.3222,82.51,79,86,11.18,overcast clouds
618,Leninskoye,KZ,41.7589,69.3864,37.33,30,99,1.28,overcast clouds
619,Ifanadiana,MG,-21.3,47.6333,70.77,91,68,1.7,broken clouds
620,Ranong,TH,9.9658,98.6348,89.53,66,78,8.72,broken clouds
621,Kingsport,US,36.5484,-82.5618,44.11,79,1,0.0,clear sky
622,Manokwari,ID,-0.8667,134.0833,85.39,67,48,11.43,scattered clouds
623,Ocampo,MX,21.65,-101.5,48.69,61,23,6.22,few clouds
624,Kismayo,SO,-0.3582,42.5454,80.17,69,100,9.51,overcast clouds
625,Champerico,GT,14.3,-91.9167,80.04,80,74,0.4,broken clouds
626,Guanica,PR,17.9716,-66.908,78.06,86,8,4.0,clear sky
627,Lakatoro,VU,-16.0999,167.4164,82.4,73,17,8.23,few clouds
628,Najran,SA,17.4924,44.1277,59.65,24,0,0.72,clear sky
629,Khao Wong,TH,16.7001,104.0902,89.46,62,16,15.64,few clouds
630,Biak,ID,-0.9131,122.8766,84.06,73,84,2.46,broken clouds
631,Bastrop,US,32.7562,-91.8724,44.28,54,0,2.15,clear sky
632,Moyale,KE,3.5167,39.0584,67.26,81,99,6.13,light rain
633,Uglovskoye,RU,51.3557,80.1942,28.56,67,68,12.48,broken clouds
634,Pontes E Lacerda,BR,-15.2261,-59.3353,66.34,97,80,0.58,broken clouds
635,Aranda De Duero,ES,41.6704,-3.6892,46.22,85,66,8.52,broken clouds
636,Moree,AU,-29.4667,149.85,82.42,39,40,14.97,scattered clouds
637,Yumen,CN,40.2833,97.2,28.11,26,17,13.02,few clouds
638,San Vicente,AR,-26.6167,-54.1333,62.24,90,42,2.8,scattered clouds
639,Nakamura,JP,32.9833,132.9333,67.28,89,100,12.55,overcast clouds
640,Suntar,RU,62.1444,117.6319,28.96,92,100,9.48,light snow
641,Tilichiki,RU,60.4667,166.1,24.6,98,100,6.6,snow
642,Biltine,TD,14.5333,20.9167,75.88,17,1,6.22,clear sky
643,Baykit,RU,61.67,96.37,30.97,89,100,10.89,overcast clouds
644,Codajas,BR,-3.8367,-62.0569,74.53,95,97,0.36,overcast clouds
645,Trenggalek,ID,-8.05,111.7167,82.38,76,100,2.28,moderate rain
646,Portland,US,45.5234,-122.6762,47.75,92,90,4.0,overcast clouds
647,Harindanga,IN,22.0383,88.3214,80.58,52,34,8.57,scattered clouds
648,Garden City,US,42.3256,-83.331,53.02,86,1,8.05,clear sky
649,Iwanai,JP,42.9744,140.5089,58.44,67,69,5.68,broken clouds
650,Amahai,ID,-3.3333,128.9167,86.85,67,24,7.11,few clouds
651,Valle Hermoso,MX,25.6667,-97.8333,68.32,67,2,7.0,clear sky
652,Belaya Gora,RU,68.5333,146.4167,-7.94,96,100,0.74,overcast clouds
653,Kamenka,RU,51.3223,42.7678,39.25,89,100,9.1,overcast clouds
654,Golden,US,39.7555,-105.2211,60.42,19,40,4.0,scattered clouds
655,Sabha,LY,27.0377,14.4283,66.49,30,58,11.52,broken clouds
656,Santa Ines,BR,-3.6667,-45.38,75.07,88,89,3.06,overcast clouds
657,Cacapava Do Sul,BR,-30.5122,-53.4914,49.14,95,8,3.62,clear sky
658,Beisfjord,NO,68.3751,17.5988,34.25,96,65,3.29,light snow
659,Cusuna,HN,15.85,-85.2333,75.07,84,100,8.95,overcast clouds
660,Rocky Mountain House,CA,52.3668,-114.9188,29.82,53,6,2.3,clear sky
661,Khed Brahma,IN,24.0333,73.05,83.73,26,95,5.5,overcast clouds
662,Araouane,ML,18.9048,-3.5265,74.55,25,17,10.74,few clouds
663,Tongliao,CN,43.6125,122.2653,23.61,94,100,33.49,snow
664,Cozumel,MX,20.5083,-86.9458,75.94,66,0,10.0,clear sky
665,Kant,IN,27.8,79.8,74.84,46,40,1.25,scattered clouds
666,Mbalmayo,CM,3.5167,11.5,70.12,99,99,2.93,overcast clouds
667,Tiarei,PF,-17.5333,-149.3333,78.82,76,17,5.41,few clouds
668,Miandrivazo,MG,-19.5167,45.4667,86.95,50,5,3.36,clear sky
669,Billings,US,45.7833,-108.5007,46.17,55,90,3.44,overcast clouds
670,Tsivilsk,RU,55.8611,47.4664,36.61,87,100,15.7,overcast clouds
671,Galveston,US,29.3669,-94.9669,62.96,71,1,3.44,clear sky
672,Maniitsoq,GL,65.4167,-52.9,20.62,61,4,4.76,clear sky
673,Penzance,GB,50.1186,-5.5371,54.77,94,100,5.66,overcast clouds
674,Nalhati,IN,24.3,87.8167,79.61,46,41,6.91,scattered clouds
675,Celestun,MX,20.8667,-90.4,72.99,72,19,9.24,few clouds
676,Katra,IN,32.9833,74.95,71.51,25,0,3.38,clear sky
677,Sipoo,FI,60.3775,25.2691,36.16,74,40,13.8,scattered clouds
678,Russell,US,32.3502,-85.1999,47.43,81,1,0.0,haze
679,Puerto Ayacucho,VE,5.6639,-67.6236,75.58,89,100,2.8,overcast clouds
680,Joroan,PH,13.4885,123.6189,83.59,73,93,4.0,overcast clouds
681,Bazarnyye Mataki,RU,54.8833,49.9333,35.67,84,99,13.24,overcast clouds
682,Kollam,IN,8.8833,76.6,80.47,85,100,3.74,overcast clouds
683,Namatanai,PG,-3.6667,152.4333,85.95,61,81,12.41,broken clouds
684,Dukat,RU,62.55,155.55,11.21,98,100,0.94,light snow
685,Niquelandia,BR,-14.4739,-48.4597,71.85,89,99,0.72,overcast clouds
686,Gunnedah,AU,-30.9833,150.25,78.42,43,71,10.89,broken clouds
687,Misratah,LY,32.3754,15.0925,72.45,52,28,14.58,scattered clouds
688,Siocon,PH,7.7061,122.1353,87.64,69,86,5.41,overcast clouds
